"","censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
"11060",2000-07-22,7,22,2000,"control",17,54,"DM","M",NA,NA,"M",NA,NA,NA,NA,37,45,"101C15","*","0",NA
"11061",2000-07-22,7,22,2000,"control",17,26,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,47,"631",NA,"0",NA
"11062",2000-07-22,7,22,2000,"control",17,63,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,18,"7052PP",NA,"0",NA
"11063",2000-07-22,7,22,2000,"control",17,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"4D7F5E","*","0",NA
"11064",2000-07-22,7,22,2000,"control",17,73,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,51,"694",NA,"0",NA
"11065",2000-07-22,7,22,2000,"exclosure",21,76,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,30,"8040PB",NA,"0",NA
"11066",2000-07-22,7,22,2000,"exclosure",21,44,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,27,"8023PB",NA,"0",NA
"11067",2000-07-22,7,22,2000,"exclosure",21,57,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"3D2B59","*","0",NA
"11068",2000-07-22,7,22,2000,"exclosure",21,65,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,32,"6120PB",NA,"0",NA
"11069",2000-07-22,7,22,2000,"exclosure",21,12,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,28,"0024PB",NA,"0",NA
"11070",2000-07-22,7,23,2000,"exclosure",3,51,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,41,"7120PB",NA,"0",NA
"11071",2000-07-22,7,23,2000,"exclosure",3,55,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,28,"8311PB",NA,"0",NA
"11072",2000-07-22,7,23,2000,"exclosure",3,16,"PB","M",NA,"J",NA,NA,NA,NA,NA,26,19,"236021","*","0",NA
"11073",2000-07-22,7,23,2000,"exclosure",3,15,"PB","F",NA,NA,NA,NA,NA,"B",NA,26,31,"5010PB",NA,"0",NA
"11074",2000-07-22,7,23,2000,"exclosure",3,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,31,"580A52",NA,"0",NA
"11075",2000-07-22,7,23,2000,"exclosure",3,77,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,32,"0211PB",NA,"0",NA
"11076",2000-07-22,7,23,2000,"exclosure",3,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"4A675C","*","0",NA
"11077",2000-07-22,7,23,2000,"exclosure",3,25,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,31,"3B517B",NA,"0",NA
"11078",2000-07-22,7,23,2000,"exclosure",3,62,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,35,"6042PB",NA,"0",NA
"11079",2000-07-22,7,23,2000,"exclosure",3,64,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"6A3223",NA,"0",NA
"11080",2000-07-22,7,23,2000,"control",4,33,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,24,"62679","*","0",NA
"11081",2000-07-22,7,23,2000,"control",4,35,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,24,"0120PB",NA,"0",NA
"11082",2000-07-22,7,23,2000,"control",4,71,"PB","M",NA,"J",NA,NA,NA,NA,NA,26,22,"151479","*","0",NA
"11083",2000-07-22,7,23,2000,"control",4,51,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"8314PP",NA,"0",NA
"11084",2000-07-22,7,23,2000,"control",4,54,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"7051PB",NA,"0",NA
"11085",2000-07-22,7,23,2000,"control",4,76,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,29,"1B2E4A","*","0",NA
"11086",2000-07-22,7,23,2000,"control",4,75,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,26,"7B0B43","*","0",NA
"11087",2000-07-22,7,23,2000,"control",4,56,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,21,"86131",NA,"0",NA
"11088",2000-07-22,7,23,2000,"control",4,73,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,29,"4F5D4B","*","0",NA
"11089",2000-07-22,7,23,2000,"control",4,12,"PP","F",NA,NA,NA,NA,NA,"B",NA,21,19,"0112PP",NA,"0",NA
"11090",2000-07-22,7,23,2000,"control",4,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,32,32,"0003DM",NA,"0",NA
"11091",2000-07-22,7,23,2000,"control",4,47,"DM","M",NA,NA,"M",NA,NA,NA,NA,37,40,"4D1A22","*","0",NA
"11092",2000-08-25,8,25,2000,"exclosure",19,56,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,13,"457A75",NA,"0",NA
"11093",2000-08-25,8,25,2000,"exclosure",19,75,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,15,"261002",NA,"0",NA
"11094",2000-08-25,8,25,2000,"exclosure",19,47,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"7120PP",NA,"0",NA
"11095",2000-08-25,8,25,2000,"exclosure",19,37,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,15,"74356D","*","0",NA
"11096",2000-08-25,8,25,2000,"exclosure",19,61,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,37,"4B6000",NA,"0",NA
"11097",2000-08-25,8,25,2000,"exclosure",19,55,"PB","M","Z",NA,NA,NA,NA,NA,NA,28,35,"12101C","*","0",NA
"11098",2000-08-25,8,25,2000,"exclosure",19,17,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,25,"109",NA,"0",NA
"11099",2000-08-25,8,25,2000,"exclosure",21,51,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,13,"4D4057","*","0",NA
"11100",2000-08-25,8,25,2000,"exclosure",21,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,28,"0004PB",NA,"0",NA
"11101",2000-08-25,8,25,2000,"exclosure",21,26,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"8023PB",NA,"0",NA
"11102",2000-08-25,8,25,2000,"exclosure",21,56,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,30,"3D2B59",NA,"0",NA
"11103",2000-08-25,8,25,2000,"exclosure",21,15,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,22,"2F787D","*","0",NA
"11104",2000-08-25,8,25,2000,"exclosure",21,63,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"4A2D57","*","0",NA
"11105",2000-08-25,8,25,2000,"exclosure",21,65,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"8040PB",NA,"0",NA
"11106",2000-08-25,8,25,2000,"exclosure",21,54,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"6120PB",NA,"0",NA
"11107",2000-08-25,8,25,2000,"control",17,55,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,43,"101C15",NA,"0",NA
"11108",2000-08-25,8,25,2000,"control",17,53,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,47,"159",NA,"0",NA
"11109",2000-08-25,8,25,2000,"control",17,33,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,14,"4D7F5E",NA,"0",NA
"11110",2000-08-25,8,25,2000,"control",17,13,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,38,"694",NA,"0",NA
"11111",2000-08-25,8,25,2000,"control",17,23,"OT","F",NA,NA,NA,NA,NA,"E",NA,21,24,"632",NA,"0",NA
"11112",2000-08-25,8,25,2000,"control",17,46,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,19,"8304PP",NA,"0",NA
"11113",2000-08-25,8,25,2000,"control",17,71,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,31,"591",NA,"0",NA
"11114",2000-08-25,8,25,2000,"control",17,61,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,45,"694",NA,"0",NA
"11115",2000-08-25,8,26,2000,"exclosure",3,51,"PB","F",NA,NA,NA,NA,NA,"R",NA,25,32,"6042PB",NA,"0",NA
"11116",2000-08-25,8,26,2000,"exclosure",3,77,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,25,"0B6126",NA,"0",NA
"11117",2000-08-25,8,26,2000,"exclosure",3,74,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"0211PB",NA,"0",NA
"11118",2000-08-25,8,26,2000,"exclosure",3,37,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"8112PP",NA,"0",NA
"11119",2000-08-25,8,26,2000,"exclosure",3,11,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,31,"6033PB",NA,"0",NA
"11120",2000-08-25,8,26,2000,"exclosure",3,27,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,30,"580A52",NA,"0",NA
"11121",2000-08-25,8,26,2000,"exclosure",3,21,"PB","M","Z",NA,NA,NA,NA,NA,NA,28,31,"3B517B",NA,"0",NA
"11122",2000-08-25,8,26,2000,"exclosure",3,26,"PB","F",NA,NA,NA,NA,NA,"B",NA,26,34,"5114PB",NA,"0",NA
"11123",2000-08-25,8,26,2000,"control",4,76,"PB","F",NA,NA,NA,NA,NA,"B",NA,26,31,"1B2E4A",NA,"0",NA
"11124",2000-08-25,8,26,2000,"control",4,75,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,29,"7B0B43",NA,"0",NA
"11125",2000-08-25,8,26,2000,"control",4,65,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,13,"344848","*","0",NA
"11126",2000-08-25,8,26,2000,"control",4,64,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,15,"617059","*","0",NA
"11127",2000-08-25,8,26,2000,"control",4,56,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,26,"2B4259","*","0",NA
"11128",2000-08-25,8,26,2000,"control",4,73,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,31,"7051PB",NA,"0",NA
"11129",2000-08-25,8,26,2000,"control",4,37,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,31,"0124PB",NA,"0",NA
"11130",2000-08-25,8,26,2000,"control",4,46,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,43,"4D1A22",NA,"0",NA
"11131",2000-08-25,8,26,2000,"control",4,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,44,"620",NA,"0",NA
"11132",2000-08-25,8,26,2000,"control",4,47,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,20,"0A7378","*","0",NA
"11133",2000-08-25,8,26,2000,"control",4,32,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,12,"6F1179","*","0",NA
"11134",2000-08-25,8,26,2000,"control",4,57,"PB","M",NA,NA,"M",NA,NA,NA,NA,27,29,"676929","*","0",NA
"11135",2000-08-25,8,26,2000,"control",4,17,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,31,"44406","*","0",NA
"11136",2000-08-25,8,26,2000,"control",4,11,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,27,"0E002A","*","0",NA
"11137",2000-08-25,8,26,2000,"control",4,23,"PB","M","Z",NA,NA,NA,NA,NA,NA,24,19,"5A4878","*","0",NA
"11138",2000-08-25,8,26,2000,"control",4,53,"PP","F",NA,NA,NA,NA,NA,"B",NA,22,14,"7E7D27","*","0",NA
"11139",2000-08-25,8,26,2000,"control",11,65,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,27,"41373A","*","0",NA
"11140",2000-08-25,8,26,2000,"control",11,46,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,13,"0D2835","*","0",NA
"11141",2000-08-25,8,26,2000,"control",11,22,"PB","F",NA,NA,NA,NA,NA,"B",NA,26,31,"7053PB",NA,"0",NA
"11142",2000-08-25,8,26,2000,"control",11,26,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,30,"90727","*","0",NA
"11143",2000-08-25,8,26,2000,"control",11,31,"OT","F",NA,NA,NA,NA,NA,"E",NA,21,24,"603",NA,"0",NA
"11144",2000-08-25,8,26,2000,"control",11,51,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,14,"5D4807","*","0",NA
"11145",2000-08-25,8,26,2000,"control",11,32,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,30,"7B5C5A","*","0",NA
"11146",2000-08-25,8,26,2000,"control",11,37,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,53,"3F1207","*","0",NA
"11147",2000-08-25,8,26,2000,"control",11,35,"DM","F",NA,NA,NA,NA,NA,"B",NA,36,41,"62463C","*","0",NA
"11148",2000-08-25,8,26,2000,"control",14,41,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"2D7939","*","0",NA
"11149",2000-08-25,8,26,2000,"control",14,46,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,31,"0A5531","*","0",NA
"11150",2000-08-25,8,26,2000,"control",14,24,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,"79181B","*","0",NA
"11151",2000-08-25,8,26,2000,"control",14,65,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,39,"7E785B","*","0",NA
"11152",2000-08-25,8,26,2000,"control",14,61,"DM","M",NA,NA,"S",NA,NA,NA,NA,26,45,"622",NA,"0",NA
"11153",2000-08-25,8,26,2000,"control",14,54,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,45,"6F0E4C","*","0",NA
"11154",2000-08-25,8,26,2000,"control",14,67,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,15,"8353PP",NA,"0",NA
"11155",2000-08-25,8,26,2000,"control",14,74,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,15,"8352PP",NA,"0",NA
"11156",2000-08-25,8,26,2000,"control",14,23,"DM","M",NA,"J",NA,NA,NA,NA,NA,35,25,"12494C","*","0",NA
"11157",2000-08-25,8,26,2000,"control",14,15,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,39,"8002DM",NA,"0",NA
"11158",2000-08-25,8,26,2000,"control",14,36,"OT","F",NA,NA,NA,NA,NA,"B",NA,20,34,"564",NA,"0",NA
"11159",2000-08-25,8,26,2000,"exclosure",15,16,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,18,"544922",NA,"0",NA
"11160",2000-08-25,8,26,2000,"exclosure",15,53,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"294361",NA,"0",NA
"11161",2000-08-25,8,26,2000,"exclosure",15,42,"OT","F",NA,NA,NA,NA,NA,"B",NA,21,30,"687627","*","0",NA
"11162",2000-08-25,8,26,2000,"exclosure",15,62,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,16,"5132PP",NA,"0",NA
"11163",2000-08-25,8,26,2000,"exclosure",15,34,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,15,"1B0304","*","0",NA
"11164",2000-08-25,8,26,2000,"exclosure",15,12,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,16,"060F1F","*","0",NA
"11165",2000-08-25,8,26,2000,"exclosure",15,16,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,15,"8413PP","*","0",NA
"11166",2000-09-30,9,30,2000,"exclosure",19,45,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,35,"12101C",NA,"0",NA
"11167",2000-09-30,9,30,2000,"exclosure",19,47,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,30,"63524C","*","0",NA
"11168",2000-09-30,9,30,2000,"exclosure",19,71,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,27,"4B6000",NA,"0",NA
"11169",2000-09-30,9,30,2000,"exclosure",19,63,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,13,"457A75",NA,"0",NA
"11170",2000-09-30,9,30,2000,"control",17,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"694",NA,"0",NA
"11171",2000-09-30,9,30,2000,"control",17,25,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,43,"159",NA,"0",NA
"11172",2000-09-30,9,30,2000,"control",17,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"694",NA,"0",NA
"11173",2000-09-30,9,30,2000,"control",17,32,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"7053PB",NA,"0",NA
"11174",2000-09-30,9,30,2000,"control",17,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,34,"733763","*","0",NA
"11175",2000-09-30,9,30,2000,"control",17,56,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,42,"101C15",NA,"0",NA
"11176",2000-09-30,9,30,2000,"control",17,16,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,27,"632",NA,"0",NA
"11177",2000-09-30,9,30,2000,"control",17,17,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,47,"547",NA,"0",NA
"11178",2000-09-30,9,30,2000,"control",17,61,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,47,"8000DM",NA,"630",NA
"11179",2000-09-30,9,30,2000,"exclosure",21,57,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,28,"3D2B59",NA,"0",NA
"11180",2000-09-30,9,30,2000,"exclosure",21,26,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"8023PB",NA,"0",NA
"11181",2000-09-30,9,30,2000,"exclosure",21,22,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,25,"0004PB",NA,"0",NA
"11182",2000-09-30,9,30,2000,"exclosure",21,66,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"8042PB",NA,"0",NA
"11183",2000-09-30,9,30,2000,"exclosure",21,33,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"6120PB",NA,"0",NA
"11184",2000-09-30,9,30,2000,"exclosure",21,74,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,29,"482D57","*","0",NA
"11185",2000-09-30,10,1,2000,"exclosure",3,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"6043PB",NA,"0",NA
"11186",2000-09-30,10,1,2000,"exclosure",3,41,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,29,"373144","*","0",NA
"11187",2000-09-30,10,1,2000,"exclosure",3,62,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,27,"0F490B",NA,"0",NA
"11188",2000-09-30,10,1,2000,"exclosure",3,77,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,32,"08340F","*","0",NA
"11189",2000-09-30,10,1,2000,"exclosure",3,56,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,32,"580A52",NA,"0",NA
"11190",2000-09-30,10,1,2000,"exclosure",3,23,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,32,"3B517B",NA,"0",NA
"11191",2000-09-30,10,1,2000,"control",4,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,30,"44406",NA,"0",NA
"11192",2000-09-30,10,1,2000,"control",4,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,46,"8000DM",NA,"0",NA
"11193",2000-09-30,10,1,2000,"control",4,35,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,43,"4D1A22",NA,"0",NA
"11194",2000-09-30,10,1,2000,"control",4,22,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,41,"620",NA,"0",NA
"11195",2000-09-30,10,1,2000,"control",4,67,"DM","M",NA,"J",NA,NA,NA,NA,NA,35,29,"461E1C","*","0",NA
"11196",2000-09-30,10,1,2000,"control",4,53,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"0003DM",NA,"0",NA
"11197",2000-09-30,10,1,2000,"control",11,66,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,23,"116552",NA,"0",NA
"11198",2000-09-30,10,1,2000,"control",11,25,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"110132","*","0",NA
"11199",2000-09-30,10,1,2000,"control",11,31,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,30,"7B5C5A",NA,"0",NA
"11200",2000-09-30,10,1,2000,"control",11,32,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"7053PB",NA,"0",NA
"11201",2000-09-30,10,1,2000,"control",11,33,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,41,"62463C",NA,"0",NA
"11202",2000-09-30,10,1,2000,"control",11,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,28,"8321PB",NA,"41373A",NA
"11203",2000-09-30,10,1,2000,"control",11,12,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,NA,"1A2842","*","0",NA
"11204",2000-09-30,10,1,2000,"control",14,65,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,42,"7E785B",NA,"0",NA
"11205",2000-09-30,10,1,2000,"control",14,71,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,46,"75210E","*","0",NA
"11206",2000-09-30,10,1,2000,"control",14,31,"OT","F","Z",NA,NA,NA,NA,NA,NA,22,35,"564",NA,"0",NA
"11207",2000-09-30,10,1,2000,"control",14,65,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,23,"79181B",NA,"0",NA
"11208",2000-09-30,10,1,2000,"control",14,25,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"8002DM",NA,"0",NA
"11209",2000-09-30,10,1,2000,"control",14,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,49,"5001DM","*","0",NA
"11210",2000-09-30,10,1,2000,"exclosure",15,14,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,20,"54474A","*","0",NA
"11211",2000-09-30,10,1,2000,"exclosure",15,16,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,24,"687627",NA,"0",NA
"11212",2000-09-30,10,1,2000,"exclosure",15,55,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,14,"2A2A48","*","0",NA
"11213",2000-09-30,10,1,2000,"exclosure",15,22,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,15,"606F1F","*","0",NA
"11214",2000-09-30,10,1,2000,"removal",16,45,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,30,NA,NA,"0",NA
"11215",2000-09-30,10,1,2000,"removal",16,27,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,20,"632",NA,"0",NA
"11216",2000-09-30,10,1,2000,"removal",16,17,"PM","M",NA,NA,"S",NA,NA,NA,NA,17,11,NA,NA,"0",NA
"11217",2000-09-30,10,1,2000,"removal",16,64,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,NA,"680",NA,"0",NA
"11218",2000-11-25,11,25,2000,"exclosure",19,35,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,36,"12101C",NA,"0",NA
"11219",2000-11-25,11,25,2000,"exclosure",19,61,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,26,"4B6000",NA,"0",NA
"11220",2000-11-25,11,25,2000,"exclosure",19,55,"PB","M","Z",NA,NA,NA,NA,NA,NA,28,30,"63524C",NA,"0",NA
"11221",2000-11-25,11,25,2000,"control",17,73,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,47,"8000DM",NA,"630",NA
"11222",2000-11-25,11,25,2000,"control",17,13,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,"340E20","*","0",NA
"11223",2000-11-25,11,25,2000,"control",17,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,45,"101C15",NA,"0",NA
"11224",2000-11-25,11,25,2000,"control",17,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"694",NA,"0",NA
"11225",2000-11-25,11,25,2000,"control",17,47,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,42,"733763",NA,"0",NA
"11226",2000-11-25,11,25,2000,"control",17,72,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,42,"694",NA,"0",NA
"11227",2000-11-25,11,25,2000,"control",17,52,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,49,"159",NA,"0",NA
"11228",2000-11-25,11,25,2000,"exclosure",21,43,"PB","M","Z",NA,NA,NA,NA,NA,NA,24,28,"2020PB",NA,"0",NA
"11229",2000-11-25,11,25,2000,"exclosure",21,31,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,32,"4A2D57",NA,"0",NA
"11230",2000-11-25,11,25,2000,"exclosure",21,71,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,29,"8110PB",NA,"0",NA
"11231",2000-11-25,11,25,2000,"exclosure",21,33,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"3D2B59",NA,"0",NA
"11232",2000-11-25,11,26,2000,"exclosure",3,36,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,25,"0B6126",NA,"0",NA
"11233",2000-11-25,11,26,2000,"exclosure",3,41,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,32,"8050PB",NA,"0",NA
"11234",2000-11-25,11,26,2000,"exclosure",3,74,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,31,"580A52",NA,"0",NA
"11235",2000-11-25,11,26,2000,"exclosure",3,67,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"08340F",NA,"0",NA
"11236",2000-11-25,11,26,2000,"exclosure",3,23,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,20,"470250","*","0",NA
"11237",2000-11-25,11,26,2000,"exclosure",3,73,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,28,"1B0944","*","0",NA
"11238",2000-11-25,11,26,2000,"exclosure",3,13,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,32,"3B517B",NA,"0",NA
"11239",2000-11-25,11,26,2000,"exclosure",3,55,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,NA,NA,NA,"0",NA
"11240",2000-11-25,11,26,2000,"exclosure",3,12,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,23,"693250","*","0",NA
"11241",2000-11-25,11,26,2000,"control",4,65,"OT","F","Z",NA,NA,NA,NA,NA,NA,21,NA,"461C52","*","0",NA
"11242",2000-11-25,11,26,2000,"control",4,54,"DM","M",NA,NA,"M",NA,NA,NA,NA,37,43,"094D2C","*","0",NA
"11243",2000-11-25,11,26,2000,"control",4,42,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,44,"2C0F07","*","0",NA
"11244",2000-11-25,11,26,2000,"control",4,13,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,43,"8003DM",NA,"0",NA
"11245",2000-11-25,11,26,2000,"control",4,56,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,25,"6E3E60","*","0",NA
"11246",2000-11-25,11,26,2000,"control",4,17,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,30,"44406",NA,"0",NA
"11247",2000-11-25,11,26,2000,"control",4,36,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,44,"2A7023","*","0",NA
"11248",2000-11-25,11,26,2000,"control",11,12,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,37,"62463C",NA,"0",NA
"11249",2000-11-25,11,26,2000,"control",11,76,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,24,"2C3470","*","0",NA
"11250",2000-11-25,11,26,2000,"control",11,73,"PP","M","Z",NA,NA,NA,NA,NA,NA,19,13,"09513C","*","0",NA
"11251",2000-11-25,11,26,2000,"control",11,22,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,28,"7B5C5A",NA,"0",NA
"11252",2000-11-25,11,26,2000,"control",14,37,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,19,"6E100B","*","0",NA
"11253",2000-11-25,11,26,2000,"control",14,46,"DM","M",NA,NA,"R",NA,NA,NA,NA,34,47,"0F5240",NA,"0",NA
"11254",2000-11-25,11,26,2000,"control",14,32,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,40,"0002DM",NA,"0",NA
"11255",2000-11-25,11,26,2000,"control",14,43,"OT","F",NA,NA,NA,NA,NA,"E",NA,21,32,"564",NA,"0",NA
